Percentages,Lower Bond,pm25,Percentages,Lower Bond,pm10,Percentages,Lower Bond,o3,Percentages,Lower Bond,no2,Percentages,Lower Bond,so2,Percentages,Lower Bond,co
74.20%,70,84,9.20%,10,23,54.20%,35,42,95.10%,18,21,4.20%,0,1,60.70%,4,5
4.90%,10,29,42.70%,30,38,31.10%,23,24,26.10%,6,8,78.90%,4,7,64.90%,4,6
28.60%,50,52,62.90%,30,37,72.50%,35,38,58.30%,6,9,14.80%,0,0,20.80%,2,3
71.70%,70,89,52.90%,30,36,18.80%,23,30,49.00%,6,8,73.20%,0,3,64.10%,4,6
49.80%,50,62,66.20%,30,36,79.70%,47,58,66.60%,6,10,18.80%,0,4,69.40%,4,5
12.70%,30,41,81.20%,40,49,31.00%,23,33,96.40%,18,24,55.20%,0,0,36.20%,2,4
9.70%,30,43,88.90%,50,54,98.40%,71,76,39.80%,6,8,22.20%,0,2,82.60%,4,5
7.60%,30,32,67.00%,40,45,45.30%,23,28,59.00%,6,11,59.90%,0,2,22.50%,2,4
22.60%,50,54,31.10%,20,25,69.60%,35,39,34.30%,6,13,85.40%,4,8,86.40%,4,5
57.90%,70,73,62.40%,30,35,16.30%,12,22,66.90%,6,14,53.00%,0,3,55.70%,4,5
66.30%,70,77,25.20%,20,28,10.10%,12,15,53.00%,6,10,30.40%,0,4,98.60%,8,10
45.70%,50,61,20.30%,20,30,60.40%,35,39,76.00%,12,19,81.30%,4,5,89.20%,6,7
62.00%,70,86,37.40%,20,29,91.00%,47,58,22.60%,0,6,10.40%,0,3,92.10%,6,7
50.80%,50,62,62.40%,30,34,94.00%,59,65,48.20%,6,10,17.70%,0,0,22.00%,2,3
63.10%,70,86,23.70%,20,34,6.30%,12,21,89.60%,12,20,73.80%,0,4,81.70%,4,5
84.80%,90,100,34.80%,20,31,73.30%,35,44,16.80%,0,8,14.80%,0,1,11.60%,2,4
17.00%,30,50,29.80%,20,34,68.60%,35,46,27.00%,6,13,84.20%,4,5,41.00%,2,3
94.70%,110,112,2.80%,10,12,71.20%,35,41,56.90%,6,11,27.50%,0,2,42.70%,2,4
65.20%,70,78,7.30%,10,21,94.60%,59,62,3.80%,0,4,45.90%,0,0,50.10%,2,4
80.70%,90,93,22.10%,20,24,39.50%,23,25,79.20%,12,14,99.20%,12,16,24.00%,2,4
99.90%,170,178,87.80%,50,52,69.10%,35,43,52.00%,6,14,82.10%,4,7,50.80%,2,4
21.60%,30,43,16.60%,10,11,97.20%,71,77,48.80%,6,7,6.60%,0,3,20.30%,2,3
94.50%,110,122,22.20%,20,29,48.70%,23,25,71.70%,12,14,15.90%,0,2,95.50%,6,8
43.00%,50,56,93.20%,50,63,72.00%,35,36,30.20%,6,14,26.00%,0,0,46.50%,2,4
13.40%,30,49,31.80%,20,24,19.70%,23,24,69.90%,6,13,44.80%,0,0,39.00%,2,4
51.40%,50,66,45.40%,30,39,95.00%,59,65,60.70%,6,14,96.80%,8,9,0.40%,0,0
1.70%,10,26,8.10%,10,16,42.30%,23,32,6.30%,0,5,88.20%,4,8,64.60%,4,5
85.70%,90,94,48.80%,30,42,44.00%,23,33,89.10%,12,15,78.80%,4,7,53.80%,2,4
84.40%,90,98,61.30%,30,43,85.20%,47,55,86.40%,12,15,54.30%,0,0,12.70%,2,3
65.80%,70,75,89.20%,50,64,57.50%,35,38,4.80%,0,0,0.20%,0,4,53.50%,2,4
13.40%,30,40,92.30%,50,64,14.20%,12,17,36.90%,6,9,37.30%,0,0,87.30%,4,5
85.80%,90,110,14.50%,10,23,94.90%,59,62,86.00%,12,15,86.90%,4,7,71.90%,4,5
87.40%,90,103,2.90%,10,18,0.10%,0,9,30.30%,6,11,38.50%,0,1,42.10%,2,3
74.90%,70,90,63.90%,30,39,94.30%,59,64,68.40%,6,11,39.00%,0,2,38.60%,2,3
11.60%,30,50,97.80%,60,64,23.20%,23,28,87.50%,12,20,49.30%,0,2,65.40%,4,5
27.00%,50,59,28.90%,20,28,44.40%,23,24,52.00%,6,11,37.80%,0,0,54.00%,2,4
50.60%,50,62,16.90%,20,32,2.70%,0,2,48.30%,6,13,38.00%,0,2,10.00%,2,3
41.40%,50,52,8.80%,10,24,20.10%,23,26,24.90%,6,7,2.00%,0,2,27.90%,2,4
35.80%,50,55,23.60%,20,24,71.70%,35,41,8.40%,0,3,20.90%,0,3,97.20%,6,7
83.60%,90,101,48.80%,30,41,74.30%,35,36,68.40%,6,7,6.40%,0,3,82.20%,4,5
13.50%,30,50,97.70%,60,70,44.40%,23,28,70.50%,6,12,39.00%,0,1,14.50%,2,3
20.70%,30,45,25.50%,20,29,95.20%,59,63,80.10%,12,16,93.90%,4,5,56.20%,4,6
55.50%,70,89,96.90%,60,71,37.60%,23,33,3.50%,0,7,22.30%,0,0,47.90%,2,4
29.10%,50,54,85.30%,50,64,33.20%,23,25,75.40%,12,18,37.00%,0,1,35.40%,2,3
65.90%,70,75,29.20%,20,25,56.50%,35,45,34.60%,6,9,34.70%,0,1,13.40%,2,3
68.30%,70,77,23.10%,20,34,37.70%,23,33,35.80%,6,7,31.40%,0,0,92.60%,6,8
44.10%,50,68,20.00%,20,34,32.40%,23,32,61.80%,6,7,8.20%,0,3,95.10%,6,7
40.40%,50,54,43.90%,30,44,81.50%,47,51,25.50%,6,14,41.10%,0,2,73.00%,4,5
37.50%,50,61,0.00%,0,9,39.80%,23,24,99.20%,30,31,5.30%,0,4,47.00%,2,3
63.30%,70,85,91.20%,50,63,55.20%,35,39,79.00%,12,18,79.30%,4,8,27.30%,2,3
3.60%,10,25,37.40%,20,26,16.00%,12,17,53.10%,6,9,68.10%,0,2,68.50%,4,5
1.70%,10,20,1.80%,10,23,97.60%,71,79,43.20%,6,14,54.50%,0,1,76.10%,4,5
21.60%,30,45,62.60%,30,40,4.50%,12,16,49.70%,6,13,15.90%,0,1,40.40%,2,3
1.10%,10,15,20.50%,20,33,57.80%,35,46,66.60%,6,7,58.70%,0,1,3.90%,0,2
28.30%,50,62,19.90%,20,29,40.60%,23,33,71.60%,12,20,45.00%,0,4,79.50%,4,5
5.10%,30,39,17.90%,20,29,31.90%,23,32,40.80%,6,13,29.50%,0,1,7.90%,0,1
9.40%,30,37,25.00%,20,27,29.40%,23,29,4.40%,0,6,23.30%,0,1,88.50%,6,7
6.40%,30,35,45.00%,30,35,48.10%,23,31,10.10%,0,4,12.10%,0,1,26.30%,2,3
67.80%,70,73,28.10%,20,23,56.70%,35,37,11.20%,0,1,16.60%,0,1,81.30%,4,6
86.80%,90,103,38.70%,20,31,7.00%,12,14,28.80%,6,13,27.10%,0,4,54.70%,4,5
84.70%,90,100,96.70%,60,64,27.80%,23,28,56.60%,6,9,42.50%,0,2,52.90%,2,3
31.30%,50,53,82.40%,40,44,5.80%,12,15,33.00%,6,10,58.00%,0,4,19.30%,2,3
48.00%,50,59,43.20%,30,32,18.60%,23,31,43.80%,6,10,20.80%,0,4,33.00%,2,3
33.60%,50,66,32.60%,20,28,32.30%,23,28,48.90%,6,13,12.90%,0,2,27.80%,2,3
79.20%,90,96,69.60%,40,41,5.90%,12,13,45.10%,6,13,74.10%,0,0,53.50%,2,4
7.90%,30,50,11.30%,10,15,23.20%,23,31,10.10%,0,4,20.20%,0,1,23.40%,2,4
35.00%,50,68,72.40%,40,50,41.80%,23,30,23.10%,0,5,32.70%,0,3,45.00%,2,3
44.70%,50,67,57.70%,30,31,23.10%,23,34,54.00%,6,10,52.30%,0,3,23.20%,2,4
15.70%,30,31,7.20%,10,22,71.50%,35,37,35.80%,6,10,8.30%,0,3,21.80%,2,4
43.00%,50,69,34.70%,20,26,77.00%,35,36,80.10%,12,18,81.10%,4,8,59.40%,4,5
81.80%,90,109,23.00%,20,21,21.50%,23,34,84.30%,12,18,47.40%,0,4,67.50%,4,6
35.30%,50,52,43.50%,30,36,86.00%,47,51,57.00%,6,10,49.20%,0,4,51.70%,2,4
73.40%,70,84,29.90%,20,29,7.20%,12,14,5.90%,0,4,29.90%,0,3,94.60%,6,7
54.60%,50,63,40.10%,20,31,64.70%,35,46,56.90%,6,9,57.90%,0,1,8.20%,0,2
80.50%,90,109,9.80%,10,13,0.20%,0,3,14.50%,0,8,96.90%,8,11,47.40%,2,4
24.50%,50,69,47.70%,30,44,62.90%,35,43,70.10%,6,10,70.30%,0,4,80.20%,4,6
92.70%,110,125,30.10%,20,31,52.50%,35,36,68.40%,6,8,17.90%,0,4,62.00%,4,5
73.40%,70,89,93.60%,50,54,74.80%,35,41,62.00%,6,10,75.00%,0,3,12.40%,2,4
54.80%,50,61,6.70%,10,21,79.10%,47,57,73.30%,12,14,38.80%,0,2,20.20%,2,4
59.10%,70,89,28.40%,20,28,3.30%,12,17,61.40%,6,8,48.80%,0,2,45.30%,2,4
3.20%,10,19,26.00%,20,29,47.30%,23,33,43.70%,6,13,97.80%,8,10,57.50%,4,6
52.20%,50,54,66.30%,30,38,0.00%,0,0,32.50%,6,12,63.80%,0,0,21.70%,2,4
64.20%,70,84,79.20%,40,53,4.80%,12,14,5.00%,0,6,82.90%,4,5,19.20%,2,4
85.90%,90,91,61.60%,30,38,72.40%,35,44,62.50%,6,12,69.60%,0,1,34.60%,2,4
95.20%,110,122,62.80%,30,32,79.70%,47,54,83.50%,12,19,32.90%,0,1,66.60%,4,5
53.90%,50,67,23.10%,20,27,59.20%,35,43,68.50%,6,13,95.40%,8,11,71.30%,4,5
61.30%,70,88,36.50%,20,29,28.40%,23,29,44.10%,6,12,86.00%,4,6,86.00%,4,6
0.50%,10,22,17.10%,20,32,84.00%,47,58,70.70%,6,11,92.60%,4,7,58.10%,4,6
73.90%,70,87,99.80%,80,86,43.80%,23,30,78.40%,12,19,58.30%,0,4,58.30%,4,6
17.30%,30,42,77.80%,40,45,34.20%,23,24,20.10%,0,8,23.70%,0,3,4.40%,0,2
38.40%,50,64,25.20%,20,24,22.50%,23,34,33.40%,6,12,33.30%,0,4,36.00%,2,4
68.80%,70,80,2.40%,10,18,92.30%,59,67,2.40%,0,0,87.00%,4,6,71.90%,4,5
38.60%,50,58,81.60%,40,46,59.30%,35,44,37.40%,6,7,47.30%,0,4,94.40%,6,8
31.20%,50,62,50.30%,30,32,92.00%,59,65,27.90%,6,11,90.60%,4,8,25.00%,2,4
21.30%,30,48,43.80%,30,36,66.90%,35,41,89.50%,12,19,41.20%,0,4,92.80%,6,8
37.70%,50,63,75.10%,40,52,66.90%,35,37,73.80%,12,19,11.30%,0,1,52.50%,2,4
94.00%,110,111,76.30%,40,52,25.60%,23,27,7.60%,0,3,73.70%,0,3,50.00%,2,3
84.30%,90,101,45.00%,30,44,10.10%,12,18,77.40%,12,20,25.80%,0,3,91.70%,6,7
21.90%,30,33,96.30%,60,73,58.10%,35,39,29.90%,6,8,63.10%,0,2,27.60%,2,4
28.00%,50,55,23.20%,20,29,21.30%,23,26,97.40%,24,29,93.50%,4,7,60.10%,4,5
64.40%,70,85,77.10%,40,50,82.80%,47,51,15.10%,0,4,76.20%,4,5,88.40%,6,8
94.30%,110,115,6.00%,10,20,92.60%,59,63,43.20%,6,13,56.20%,0,2,47.60%,2,4
40.40%,50,64,18.40%,20,26,77.60%,35,45,39.70%,6,12,53.20%,0,3,58.70%,4,6
26.60%,50,67,15.80%,10,18,66.30%,35,40,16.70%,0,2,34.50%,0,0,78.20%,4,5
5.90%,30,50,7.30%,10,24,31.30%,23,28,48.30%,6,10,59.40%,0,1,68.80%,4,6
64.50%,70,77,96.20%,60,74,18.90%,23,30,56.30%,6,14,21.50%,0,4,12.80%,2,3
15.90%,30,38,4.90%,10,16,56.20%,35,40,95.80%,18,20,43.40%,0,2,46.20%,2,4
78.70%,90,107,26.20%,20,21,10.70%,12,16,15.30%,0,0,87.90%,4,8,59.70%,4,6
23.30%,50,62,39.00%,20,25,18.40%,23,26,68.80%,6,10,66.80%,0,0,28.60%,2,4
57.00%,70,81,86.40%,50,63,41.80%,23,27,44.50%,6,9,87.10%,4,5,52.60%,2,3
59.70%,70,86,35.30%,20,23,6.30%,12,21,88.60%,12,17,20.00%,0,2,87.60%,4,6
13.10%,30,32,41.20%,30,37,37.90%,23,34,74.80%,12,18,38.40%,0,2,64.50%,4,6
87.10%,90,100,33.90%,20,23,31.60%,23,28,33.90%,6,7,44.10%,0,1,76.40%,4,6
22.10%,50,53,44.20%,30,43,13.30%,12,13,64.20%,6,8,30.10%,0,1,75.80%,4,5
69.30%,70,89,49.70%,30,41,54.30%,35,37,73.20%,12,17,45.00%,0,4,61.40%,4,6
20.20%,30,39,76.70%,40,47,45.00%,23,26,83.20%,12,15,40.10%,0,2,24.40%,2,3
10.20%,30,36,40.40%,20,22,56.00%,35,43,36.60%,6,9,69.00%,0,2,48.90%,2,3
73.80%,70,82,52.60%,30,42,97.30%,71,82,62.70%,6,14,75.20%,0,3,9.70%,0,0
16.50%,30,36,51.00%,30,35,94.10%,59,69,61.60%,6,12,49.20%,0,2,88.90%,6,7
43.00%,50,68,36.70%,20,28,44.40%,23,25,33.00%,6,8,52.60%,0,3,32.20%,2,3
89.70%,90,108,38.10%,20,21,38.30%,23,34,20.00%,0,7,64.20%,0,4,38.80%,2,4
53.60%,50,58,97.40%,60,72,96.60%,59,69,83.40%,12,16,49.50%,0,2,44.80%,2,4
18.30%,30,41,18.70%,20,33,1.30%,0,1,17.70%,0,7,44.90%,0,4,82.70%,4,5
33.80%,50,59,66.80%,40,53,90.80%,47,55,84.80%,12,16,55.00%,0,4,6.20%,0,2
36.30%,50,55,2.30%,10,14,74.80%,35,41,5.50%,0,8,21.80%,0,1,70.00%,4,6
85.80%,90,106,15.70%,10,15,7.10%,12,16,56.60%,6,11,30.20%,0,1,40.80%,2,3
52.90%,50,69,1.90%,10,15,92.30%,59,66,50.10%,6,13,41.90%,0,2,32.20%,2,4
76.70%,70,82,71.70%,40,45,15.20%,12,21,14.40%,0,7,4.30%,0,2,51.60%,2,3
22.20%,50,65,71.70%,40,54,81.20%,47,54,78.10%,12,18,65.20%,0,1,8.90%,0,2
82.60%,90,102,8.00%,10,19,89.70%,47,55,95.10%,18,19,61.50%,0,4,40.60%,2,4
56.10%,70,74,23.60%,20,29,84.10%,47,50,5.90%,0,2,24.00%,0,1,29.00%,2,4
72.70%,70,89,95.20%,60,64,21.40%,23,34,8.60%,0,0,49.60%,0,2,1.70%,0,0
47.50%,50,62,42.40%,30,41,33.20%,23,28,11.60%,0,2,43.50%,0,3,28.20%,2,3
25.20%,50,70,72.60%,40,42,36.30%,23,29,51.00%,6,13,22.70%,0,4,39.70%,2,4
40.10%,50,55,67.10%,40,53,16.60%,12,19,57.80%,6,8,43.10%,0,2,70.60%,4,6
40.60%,50,61,78.30%,40,52,18.50%,23,24,16.60%,0,1,8.70%,0,4,93.60%,6,8
88.90%,90,97,80.20%,40,45,65.70%,35,41,80.00%,12,15,6.80%,0,0,2.10%,0,1
10.80%,30,48,45.50%,30,33,0.30%,0,1,76.30%,12,15,44.20%,0,1,22.50%,2,3
9.60%,30,32,36.20%,20,33,26.20%,23,25,39.50%,6,9,9.80%,0,4,95.60%,6,7
88.30%,90,91,47.30%,30,33,48.20%,23,31,21.50%,0,0,64.10%,0,3,4.50%,0,1
24.00%,50,68,33.80%,20,29,2.10%,0,8,91.00%,18,25,33.60%,0,0,2.90%,0,0
27.00%,50,64,88.80%,50,52,41.80%,23,26,66.00%,6,11,75.10%,0,3,85.60%,4,5
9.30%,30,34,77.30%,40,51,15.00%,12,22,33.00%,6,9,21.40%,0,4,91.60%,6,8
71.00%,70,87,12.10%,10,15,90.00%,47,51,46.40%,6,8,35.90%,0,0,53.60%,2,3
39.50%,50,62,61.70%,30,39,44.00%,23,32,2.00%,0,1,95.70%,8,11,82.40%,4,5
85.30%,90,99,94.90%,60,74,46.20%,23,34,63.60%,6,7,29.20%,0,2,31.90%,2,3
28.90%,50,56,23.80%,20,30,52.60%,35,44,28.90%,6,14,42.50%,0,0,86.80%,4,6
62.60%,70,83,91.50%,50,55,14.00%,12,14,67.10%,6,8,48.60%,0,4,49.10%,2,4
22.00%,50,58,30.40%,20,31,89.00%,47,49,25.00%,6,11,21.60%,0,3,71.20%,4,6
24.40%,50,54,48.60%,30,39,61.20%,35,46,44.70%,6,7,51.00%,0,0,43.70%,2,4
5.60%,30,50,82.80%,40,44,55.20%,35,42,82.60%,12,17,72.40%,0,3,83.10%,4,6
32.90%,50,62,18.70%,20,30,88.00%,47,50,64.90%,6,9,11.20%,0,4,45.50%,2,3
98.20%,130,141,27.20%,20,31,60.20%,35,37,2.30%,0,6,90.70%,4,5,99.30%,8,9
70.90%,70,89,16.90%,20,30,5.40%,12,14,3.30%,0,8,67.50%,0,4,4.40%,0,2
14.70%,30,38,6.90%,10,14,32.20%,23,26,68.80%,6,7,68.00%,0,3,15.30%,2,3
40.30%,50,66,27.50%,20,25,33.00%,23,25,16.10%,0,6,98.40%,8,9,61.00%,4,5
39.60%,50,55,35.10%,20,34,25.20%,23,31,44.40%,6,12,22.70%,0,4,43.70%,2,4
26.90%,50,61,13.50%,10,16,1.60%,0,2,11.50%,0,5,19.20%,0,0,72.70%,4,6
4.10%,10,25,12.70%,10,20,60.60%,35,45,90.80%,18,23,58.70%,0,4,21.00%,2,3
20.80%,30,42,54.70%,30,42,68.80%,35,39,80.10%,12,20,31.50%,0,0,91.50%,6,8
70.30%,70,81,53.50%,30,41,53.90%,35,45,48.90%,6,8,54.70%,0,3,41.70%,2,4
41.50%,50,55,24.20%,20,30,96.90%,71,73,31.50%,6,10,90.10%,4,7,83.20%,4,5
40.80%,50,65,86.10%,50,64,44.40%,23,24,37.20%,6,7,86.90%,4,7,89.10%,6,7
80.20%,90,103,51.70%,30,33,81.60%,47,57,18.40%,0,4,27.30%,0,4,50.60%,2,3
20.20%,30,31,16.10%,10,24,14.00%,12,17,83.40%,12,16,85.20%,4,7,59.60%,4,6
8.40%,30,34,60.70%,30,39,41.80%,23,29,17.10%,0,8,90.20%,4,6,82.20%,4,5
56.70%,70,87,87.20%,50,61,46.50%,23,28,90.10%,12,17,30.10%,0,1,15.80%,2,4
70.90%,70,85,42.70%,30,37,1.10%,0,1,51.40%,6,8,3.10%,0,2,60.20%,4,6
49.50%,50,56,44.20%,30,36,33.30%,23,33,4.10%,0,2,49.90%,0,1,0.50%,0,1
26.90%,50,57,54.70%,30,43,13.80%,12,17,54.10%,6,10,78.50%,4,6,88.80%,6,7
47.50%,50,63,9.10%,10,17,30.40%,23,33,80.50%,12,18,11.60%,0,0,31.10%,2,4
68.60%,70,77,24.40%,20,25,72.30%,35,39,31.20%,6,11,2.80%,0,4,12.50%,2,4
24.80%,50,59,98.60%,70,75,61.30%,35,40,99.80%,36,44,38.50%,0,4,44.20%,2,4
54.00%,50,68,94.30%,60,73,86.00%,47,54,51.70%,6,9,53.80%,0,2,10.20%,2,4
58.80%,70,80,64.80%,30,31,36.40%,23,24,55.60%,6,11,88.70%,4,5,76.30%,4,6
44.30%,50,67,56.50%,30,34,64.10%,35,38,92.80%,18,24,33.30%,0,3,25.80%,2,4
71.50%,70,81,40.20%,20,28,50.10%,23,34,91.90%,18,20,98.20%,8,9,53.70%,2,3
78.10%,90,109,51.20%,30,38,63.50%,35,39,19.90%,0,0,81.00%,4,8,27.70%,2,4
10.60%,30,32,78.70%,40,43,25.10%,23,28,67.50%,6,12,11.80%,0,2,8.20%,0,2
67.00%,70,78,55.30%,30,34,68.00%,35,37,24.70%,6,10,83.50%,4,8,20.60%,2,3
35.40%,50,69,85.10%,50,58,35.50%,23,24,3.30%,0,2,78.10%,4,7,58.80%,4,6
40.90%,50,54,49.80%,30,31,31.60%,23,31,32.90%,6,12,65.90%,0,1,15.10%,2,3
52.90%,50,67,38.80%,20,25,61.80%,35,37,21.70%,0,3,89.40%,4,7,75.50%,4,6
60.90%,70,73,64.30%,30,33,97.60%,71,74,87.10%,12,19,31.50%,0,2,50.20%,2,3
87.80%,90,105,46.00%,30,39,38.50%,23,28,1.70%,0,3,54.50%,0,2,18.00%,2,4
40.40%,50,51,76.10%,40,43,85.30%,47,57,7.40%,0,6,39.20%,0,1,46.80%,2,4
14.50%,30,49,18.30%,20,24,81.70%,47,55,23.10%,0,2,50.10%,0,4,63.00%,4,5
84.00%,90,102,42.30%,30,39,17.60%,12,19,91.50%,18,20,29.80%,0,0,28.60%,2,3
73.00%,70,84,85.00%,50,58,31.10%,23,24,56.50%,6,13,45.50%,0,1,94.60%,6,8
56.20%,70,89,34.70%,20,23,39.20%,23,24,1.40%,0,2,61.10%,0,1,0.10%,0,2
9.00%,30,39,12.60%,10,23,72.60%,35,40,41.60%,6,13,94.00%,4,5,30.00%,2,4
91.10%,110,129,80.10%,40,43,99.80%,95,100,51.70%,6,7,3.40%,0,2,13.30%,2,4
55.10%,70,83,62.00%,30,42,1.10%,0,0,9.50%,0,5,65.20%,0,1,30.60%,2,3
45.30%,50,54,19.70%,20,23,50.30%,23,34,67.30%,6,12,11.50%,0,3,64.00%,4,5
82.70%,90,101,48.90%,30,37,32.30%,23,31,76.40%,12,20,38.20%,0,0,72.40%,4,6
94.50%,110,116,28.40%,20,31,19.70%,23,27,6.80%,0,0,82.50%,4,5,17.10%,2,3
40.30%,50,64,54.40%,30,40,30.60%,23,29,39.00%,6,10,89.60%,4,7,90.60%,6,7
73.50%,70,84,74.40%,40,53,17.50%,12,19,79.20%,12,16,90.20%,4,8,14.40%,2,4
50.10%,50,69,18.00%,20,25,14.20%,12,18,38.10%,6,13,16.70%,0,0,24.60%,2,4
37.00%,50,63,97.40%,60,66,90.30%,47,56,15.10%,0,0,43.00%,0,4,41.50%,2,3
65.50%,70,84,39.30%,20,24,53.30%,35,46,16.40%,0,0,9.00%,0,0,53.90%,2,4
60.60%,70,83,83.70%,40,49,66.30%,35,46,91.60%,18,20,6.60%,0,3,33.20%,2,4
43.50%,50,64,44.10%,30,41,50.00%,23,27,81.80%,12,16,65.10%,0,2,79.70%,4,5
47.60%,50,70,63.40%,30,40,46.20%,23,32,20.30%,0,5,25.60%,0,1,48.10%,2,3
23.90%,50,51,76.00%,40,53,88.70%,47,56,94.30%,18,19,17.00%,0,3,78.10%,4,5
41.10%,50,58,58.60%,30,31,61.10%,35,45,72.50%,12,20,9.80%,0,0,2.20%,0,1
10.10%,30,44,58.20%,30,39,47.80%,23,31,17.50%,0,7,30.60%,0,2,45.10%,2,4
59.90%,70,86,6.90%,10,19,83.20%,47,49,95.40%,18,24,54.00%,0,0,10.00%,2,3
60.90%,70,72,98.50%,70,83,59.20%,35,46,35.90%,6,11,42.50%,0,3,17.20%,2,4
60.40%,70,75,44.20%,30,34,39.40%,23,32,3.20%,0,1,66.40%,0,3,24.60%,2,4
36.90%,50,57,63.70%,30,43,2.90%,12,16,0.10%,0,4,77.80%,4,5,73.50%,4,6
33.60%,50,51,83.50%,40,50,82.10%,47,49,73.70%,12,13,82.40%,4,7,14.70%,2,4
16.20%,30,39,32.40%,20,21,85.40%,47,48,95.40%,18,19,69.60%,0,2,81.00%,4,5
56.60%,70,74,6.40%,10,17,4.10%,12,17,27.20%,6,7,73.30%,0,1,90.80%,6,8
44.20%,50,67,87.00%,50,62,16.90%,12,22,44.50%,6,11,22.60%,0,2,1.70%,0,0
35.70%,50,60,23.70%,20,32,39.50%,23,26,91.40%,18,20,59.60%,0,2,19.50%,2,4
7.00%,30,32,76.80%,40,46,19.50%,23,34,81.90%,12,13,96.90%,8,12,38.40%,2,3
3.80%,10,28,30.40%,20,28,66.30%,35,46,84.40%,12,15,58.00%,0,0,26.30%,2,3
87.50%,90,110,87.20%,50,51,17.50%,12,23,47.50%,6,14,16.10%,0,3,8.70%,0,0
4.50%,10,27,47.60%,30,42,64.20%,35,39,74.60%,12,18,7.70%,0,0,0.90%,0,2
40.40%,50,56,51.70%,30,42,20.50%,23,24,99.80%,36,43,84.40%,4,8,24.90%,2,4
27.60%,50,59,95.20%,60,62,77.80%,35,46,66.90%,6,8,97.70%,8,9,38.60%,2,3
29.90%,50,54,58.20%,30,34,91.70%,59,68,98.40%,24,29,16.20%,0,3,54.30%,4,5
44.20%,50,62,72.30%,40,51,92.80%,59,62,25.20%,6,14,79.50%,4,8,72.00%,4,5
23.60%,50,62,97.70%,60,63,97.50%,71,72,36.30%,6,12,99.60%,12,14,90.50%,6,8
35.10%,50,53,70.10%,40,42,59.70%,35,37,88.60%,12,15,67.30%,0,2,99.60%,8,9
99.90%,170,173,94.30%,60,68,90.00%,47,52,47.00%,6,7,32.30%,0,1,94.10%,6,8
65.70%,70,89,92.00%,50,57,23.60%,23,25,74.20%,12,15,76.70%,4,6,87.10%,4,6
90.00%,110,120,27.80%,20,31,46.80%,23,30,81.20%,12,16,25.40%,0,1,33.70%,2,4
45.40%,50,59,19.80%,20,21,83.40%,47,55,70.80%,12,17,9.20%,0,4,87.90%,4,5
