Percentages,Lower Bond,pm25,Percentages,Lower Bond,pm10,Percentages,Lower Bond,o3,Percentages,Lower Bond,no2,Percentages,Lower Bond,so2,Percentages,Lower Bond,co
22.70%,40,60,28.00%,22,27,3.10%,14,16,13.30%,0,8,44.60%,0,3,45.00%,2,3
57.30%,80,98,90.90%,55,69,81.70%,42,45,29.60%,6,9,26.30%,0,3,94.90%,6,7
39.70%,60,68,71.40%,44,49,75.80%,42,50,64.70%,6,8,82.80%,4,5,46.50%,2,3
87.80%,100,119,34.40%,22,28,96.00%,56,67,49.30%,6,7,11.90%,0,4,10.10%,2,4
46.60%,60,75,30.30%,22,30,45.70%,28,33,23.90%,0,5,66.90%,4,5,61.70%,4,6
90.60%,120,121,6.70%,11,13,16.20%,14,20,82.80%,12,13,23.40%,0,0,37.00%,2,4
46.10%,60,62,66.30%,33,46,52.60%,28,30,86.20%,12,19,53.90%,0,2,4.70%,0,0
84.70%,100,116,79.10%,44,48,19.20%,28,39,35.90%,6,8,68.70%,4,6,37.50%,2,3
33.50%,60,74,71.00%,33,47,57.30%,28,34,84.10%,12,17,36.90%,0,3,71.30%,4,6
28.50%,40,56,21.30%,22,26,28.30%,28,34,75.90%,12,17,22.70%,0,4,23.50%,2,3
77.90%,80,83,54.80%,33,34,21.90%,28,29,69.20%,12,13,81.80%,4,8,3.10%,0,1
18.50%,40,44,35.30%,22,27,9.20%,14,19,42.40%,6,7,14.30%,0,2,3.20%,0,2
56.40%,60,65,58.10%,33,41,34.70%,28,29,14.60%,0,2,48.20%,0,4,86.90%,6,8
67.40%,80,89,10.00%,11,19,39.70%,28,39,57.90%,6,14,40.00%,0,3,100.00%,14,16
18.80%,40,46,93.10%,55,58,12.80%,14,19,34.00%,6,10,17.90%,0,4,86.80%,6,7
69.20%,80,94,6.70%,11,23,58.00%,28,31,15.10%,0,2,26.70%,0,0,62.30%,4,6
33.90%,60,79,87.90%,44,55,6.40%,14,18,19.20%,0,2,74.50%,4,5,27.20%,2,3
60.80%,80,96,55.70%,33,34,14.90%,14,17,37.30%,6,9,13.00%,0,3,73.20%,4,5
74.50%,80,99,97.20%,66,67,82.60%,42,48,31.20%,6,9,92.90%,8,11,50.80%,4,6
11.80%,40,45,70.60%,33,43,69.00%,42,45,96.50%,18,20,74.90%,4,7,47.20%,2,4
21.80%,40,49,10.60%,11,16,42.50%,28,31,91.60%,18,23,97.60%,12,15,4.70%,0,2
38.90%,60,61,75.40%,44,58,13.90%,14,20,96.40%,18,19,9.50%,0,0,12.70%,2,4
17.40%,40,53,76.90%,44,52,3.70%,14,18,61.40%,6,9,2.30%,0,4,93.10%,6,8
46.20%,60,64,77.50%,44,45,90.30%,56,63,13.40%,0,6,27.50%,0,0,0.60%,0,2
33.30%,60,66,41.50%,22,30,88.30%,56,60,94.20%,18,25,31.70%,0,2,17.70%,2,4
78.20%,100,114,81.90%,44,53,55.10%,28,38,79.60%,12,17,17.80%,0,1,85.90%,6,7
98.50%,140,148,96.90%,66,73,25.00%,28,38,82.00%,12,17,31.90%,0,1,50.80%,4,5
78.90%,100,117,3.10%,11,15,99.20%,84,92,1.00%,0,6,30.60%,0,4,37.40%,2,3
59.30%,80,85,62.10%,33,46,90.30%,56,65,96.20%,18,20,67.40%,4,6,87.40%,6,7
23.50%,40,54,28.50%,22,30,58.40%,28,32,61.00%,6,8,70.50%,4,6,79.30%,4,5
28.40%,40,57,55.50%,33,44,37.00%,28,37,49.90%,6,14,92.80%,8,11,46.50%,2,4
32.00%,60,69,99.40%,77,90,47.90%,28,36,20.90%,0,6,78.20%,4,8,21.30%,2,4
7.10%,20,21,17.60%,11,14,69.90%,42,48,81.90%,12,15,7.90%,0,1,98.00%,8,9
18.10%,40,60,83.30%,44,58,9.90%,14,20,49.00%,6,8,90.60%,8,12,98.90%,8,10
53.40%,60,64,79.60%,44,53,96.20%,70,80,91.90%,18,22,16.60%,0,3,88.20%,6,7
42.40%,60,66,8.00%,11,12,48.60%,28,31,87.20%,12,19,30.50%,0,2,41.00%,2,4
94.90%,120,125,92.30%,55,59,74.30%,42,52,38.60%,6,12,9.20%,0,1,38.50%,2,3
56.30%,60,61,41.10%,22,24,72.70%,42,50,49.10%,6,7,91.70%,8,12,26.30%,2,4
96.90%,140,147,13.10%,11,19,3.00%,14,23,75.30%,12,20,68.70%,4,8,59.90%,4,6
64.40%,80,87,22.90%,22,35,91.70%,56,57,3.40%,0,1,14.00%,0,3,73.50%,4,6
39.70%,60,74,61.30%,33,39,75.50%,42,44,14.70%,0,3,34.80%,0,3,14.90%,2,4
30.20%,60,77,85.90%,44,45,45.80%,28,38,69.70%,12,19,5.70%,0,3,57.40%,4,5
16.60%,40,41,46.20%,33,45,4.60%,14,22,55.00%,6,7,72.90%,4,5,11.20%,2,4
86.40%,100,119,5.40%,11,17,61.90%,42,46,75.20%,12,17,69.90%,4,8,31.80%,2,4
58.60%,80,85,54.10%,33,34,18.60%,14,25,91.30%,18,20,33.40%,0,3,0.30%,0,1
9.30%,40,58,76.80%,44,56,65.10%,42,46,19.10%,0,2,63.30%,0,4,40.50%,2,4
32.70%,60,67,68.00%,33,35,93.20%,56,57,4.10%,0,7,7.00%,0,0,4.80%,0,0
25.40%,40,45,86.90%,44,49,43.70%,28,33,60.30%,6,9,5.00%,0,2,3.10%,0,0
52.70%,60,66,31.70%,22,35,19.50%,28,35,46.70%,6,14,6.20%,0,1,19.50%,2,3
55.20%,60,63,52.50%,33,38,19.70%,28,34,16.20%,0,5,98.70%,16,18,84.60%,4,5
10.30%,40,50,45.90%,33,39,2.30%,14,23,99.90%,42,45,18.10%,0,4,9.30%,0,1
67.70%,80,92,19.30%,22,29,82.90%,42,44,84.80%,12,20,42.30%,0,0,96.90%,6,7
84.40%,100,115,77.00%,44,57,96.40%,70,71,9.00%,0,4,79.00%,4,5,14.80%,2,3
44.50%,60,73,8.60%,11,14,57.70%,28,29,4.20%,0,6,9.60%,0,0,7.70%,0,2
48.40%,60,69,32.70%,22,23,61.90%,42,52,21.60%,0,1,30.40%,0,1,31.00%,2,3
83.70%,100,109,68.80%,33,34,0.90%,0,4,57.60%,6,10,54.00%,0,3,38.80%,2,4
66.90%,80,90,18.20%,22,29,77.60%,42,52,74.70%,12,17,12.70%,0,0,26.90%,2,4
46.10%,60,65,29.50%,22,25,43.10%,28,31,39.20%,6,14,55.30%,0,2,53.90%,4,5
9.10%,20,27,75.50%,44,49,54.20%,28,36,40.10%,6,7,62.60%,0,1,61.90%,4,6
57.60%,80,100,77.70%,44,47,46.50%,28,31,88.90%,12,16,14.90%,0,1,67.30%,4,5
76.80%,80,95,61.30%,33,47,66.30%,42,45,48.80%,6,9,90.40%,8,12,33.60%,2,3
74.50%,80,100,28.70%,22,24,27.50%,28,31,99.10%,30,35,38.00%,0,1,11.30%,2,4
43.60%,60,66,56.50%,33,40,34.30%,28,30,16.50%,0,0,53.60%,0,1,85.20%,4,5
34.70%,60,69,67.90%,33,42,99.70%,84,92,28.40%,6,10,6.80%,0,1,10.40%,2,4
69.90%,80,95,82.00%,44,49,57.60%,28,32,4.70%,0,0,91.20%,8,9,28.50%,2,4
19.00%,40,42,78.70%,44,50,98.90%,70,72,42.30%,6,10,78.60%,4,7,33.20%,2,3
13.00%,40,44,24.40%,22,23,14.20%,14,25,8.60%,0,2,95.10%,8,9,19.40%,2,4
9.30%,40,49,88.90%,55,63,39.70%,28,30,16.70%,0,7,58.90%,0,1,47.50%,2,4
27.70%,40,53,40.70%,22,35,98.70%,70,80,85.10%,12,15,24.40%,0,3,90.20%,6,7
32.70%,60,70,91.90%,55,60,74.30%,42,43,33.60%,6,13,59.50%,0,3,69.80%,4,5
79.00%,100,110,85.90%,44,49,85.20%,42,43,79.90%,12,17,6.00%,0,2,0.90%,0,2
48.70%,60,65,67.90%,33,47,25.80%,28,33,62.50%,6,7,17.30%,0,1,89.50%,6,8
85.10%,100,104,15.80%,11,21,53.70%,28,31,73.60%,12,15,25.70%,0,2,85.20%,4,5
48.00%,60,71,50.10%,33,39,12.00%,14,22,37.00%,6,13,80.80%,4,6,94.10%,6,7
37.90%,60,61,14.60%,11,14,47.00%,28,38,38.80%,6,10,43.70%,0,1,1.70%,0,0
68.30%,80,87,60.50%,33,37,40.20%,28,35,39.60%,6,13,91.00%,8,10,43.40%,2,4
94.90%,120,129,17.60%,11,12,85.70%,42,50,44.50%,6,9,34.10%,0,4,76.30%,4,5
76.60%,80,86,63.10%,33,43,25.90%,28,39,72.60%,12,17,47.20%,0,1,22.20%,2,4
3.90%,20,22,0.70%,0,10,44.80%,28,35,92.70%,18,24,35.00%,0,1,56.30%,4,5
56.00%,60,77,56.80%,33,46,89.30%,56,65,26.60%,6,14,36.90%,0,0,61.80%,4,6
66.90%,80,89,36.40%,22,35,94.60%,56,67,57.80%,6,14,57.10%,0,0,53.20%,4,6
40.10%,60,78,79.30%,44,49,0.40%,0,8,26.50%,0,7,78.50%,4,7,5.10%,0,1
3.50%,20,40,5.90%,11,18,62.10%,42,47,85.90%,12,18,28.60%,0,2,20.70%,2,3
71.20%,80,90,45.60%,33,40,62.80%,42,51,94.40%,18,26,9.80%,0,2,15.80%,2,4
74.80%,80,93,98.50%,66,73,60.00%,28,30,6.10%,0,4,0.60%,0,2,88.50%,6,8
75.70%,80,89,64.90%,33,45,21.10%,28,29,0.90%,0,5,17.50%,0,1,92.40%,6,8
30.20%,60,63,14.20%,11,16,9.30%,14,24,8.90%,0,4,17.00%,0,0,22.50%,2,4
26.70%,40,49,3.90%,11,21,6.30%,14,18,86.60%,12,17,22.70%,0,0,73.60%,4,6
67.60%,80,95,52.10%,33,40,18.40%,14,22,33.10%,6,11,87.60%,4,6,24.20%,2,3
54.90%,60,67,12.50%,11,21,54.10%,28,35,91.70%,18,21,89.00%,8,10,55.70%,4,5
21.90%,40,55,66.00%,33,42,51.20%,28,35,3.30%,0,8,45.40%,0,3,66.30%,4,6
2.70%,20,29,31.30%,22,27,70.20%,42,44,26.40%,0,4,31.00%,0,3,8.40%,0,0
31.40%,60,63,84.30%,44,57,68.20%,42,52,40.20%,6,12,13.10%,0,2,36.00%,2,4
59.20%,80,90,40.30%,22,34,30.40%,28,35,86.40%,12,17,49.00%,0,3,87.00%,6,8
67.20%,80,92,42.50%,22,23,59.70%,28,37,61.20%,6,12,31.70%,0,3,50.10%,4,5
27.20%,40,51,19.10%,22,32,60.20%,28,36,24.10%,0,6,83.60%,4,6,10.40%,2,4
48.30%,60,76,70.10%,33,41,38.00%,28,29,66.70%,6,9,90.10%,8,9,80.20%,4,5
55.20%,60,71,95.00%,55,63,20.00%,28,37,81.70%,12,17,55.20%,0,1,75.70%,4,5
14.20%,40,41,24.70%,22,31,45.50%,28,30,15.30%,0,6,48.30%,0,0,11.30%,2,4
3.10%,20,21,6.20%,11,13,31.40%,28,29,60.80%,6,12,54.70%,0,3,25.70%,2,3
64.30%,80,97,93.50%,55,57,71.30%,42,47,82.00%,12,20,15.90%,0,1,25.70%,2,4
23.60%,40,45,78.50%,44,56,4.50%,14,17,29.40%,6,10,75.10%,4,5,11.80%,2,4
58.90%,80,96,81.90%,44,46,16.20%,14,20,41.50%,6,9,75.70%,4,6,65.30%,4,5
59.00%,80,82,44.60%,33,37,33.00%,28,36,68.30%,6,8,7.80%,0,2,99.90%,12,13
32.60%,60,70,35.80%,22,36,76.70%,42,48,53.40%,6,7,56.20%,0,0,92.90%,6,7
3.10%,20,31,75.50%,44,48,93.30%,56,59,33.80%,6,10,48.40%,0,1,48.50%,4,5
10.10%,40,44,63.30%,33,41,32.30%,28,32,51.70%,6,13,21.90%,0,1,23.20%,2,4
46.10%,60,72,70.80%,33,38,32.90%,28,35,30.20%,6,12,20.90%,0,1,62.60%,4,5
27.20%,40,53,20.90%,22,33,70.30%,42,46,63.50%,6,8,72.40%,4,8,64.90%,4,6
26.20%,40,53,70.90%,33,37,63.10%,42,49,40.10%,6,12,15.50%,0,3,11.30%,2,3
90.60%,120,136,51.50%,33,41,85.00%,42,45,37.70%,6,11,21.10%,0,0,73.60%,4,6
12.10%,40,60,55.10%,33,35,28.80%,28,29,85.10%,12,19,42.30%,0,1,48.10%,4,6
22.90%,40,41,19.30%,22,28,88.00%,56,61,30.00%,6,7,43.30%,0,3,22.30%,2,3
38.40%,60,65,12.60%,11,23,36.90%,28,31,72.60%,12,13,24.10%,0,2,34.70%,2,4
8.70%,20,37,7.70%,11,23,99.10%,70,72,36.50%,6,12,58.20%,0,0,90.80%,6,8
32.20%,60,67,77.70%,44,45,73.90%,42,52,18.10%,0,6,35.70%,0,2,9.20%,0,2
30.40%,60,75,62.50%,33,36,77.90%,42,49,50.40%,6,10,16.80%,0,3,48.60%,4,5
14.00%,40,46,92.10%,55,63,61.10%,28,31,4.00%,0,7,32.50%,0,2,62.50%,4,6
54.40%,60,67,87.40%,44,48,71.70%,42,43,28.30%,6,12,47.10%,0,1,92.90%,6,7
90.50%,120,128,66.70%,33,34,31.50%,28,35,95.00%,18,22,15.90%,0,1,51.60%,4,6
29.00%,40,45,90.50%,55,58,92.10%,56,57,27.30%,6,8,5.90%,0,4,90.80%,6,8
2.10%,20,31,85.50%,44,58,85.40%,42,45,64.60%,6,12,32.10%,0,4,51.60%,4,5
3.30%,20,27,25.00%,22,26,94.10%,56,61,45.10%,6,10,80.00%,4,5,0.20%,0,1
65.60%,80,83,14.60%,11,19,3.90%,14,22,99.30%,30,37,72.60%,4,5,82.90%,4,5
87.80%,100,112,57.20%,33,40,84.70%,42,51,55.80%,6,11,91.50%,8,11,22.10%,2,4
64.40%,80,85,24.60%,22,32,95.60%,56,62,25.30%,0,4,25.50%,0,3,81.30%,4,5
90.50%,120,127,96.80%,66,76,68.20%,42,51,62.70%,6,9,96.60%,12,13,64.10%,4,6
88.40%,100,108,79.50%,44,45,67.00%,42,48,11.80%,0,2,28.60%,0,2,43.10%,2,3
79.60%,100,105,48.50%,33,44,89.30%,56,66,45.30%,6,12,19.30%,0,4,37.20%,2,4
93.90%,120,129,43.20%,22,33,2.50%,14,25,27.70%,6,13,5.70%,0,4,76.30%,4,5
99.20%,140,147,44.40%,33,38,20.80%,28,34,72.70%,12,13,76.60%,4,8,22.50%,2,4
8.60%,20,24,69.70%,33,45,83.70%,42,43,82.10%,12,16,83.90%,4,8,61.80%,4,5
92.40%,120,127,26.50%,22,33,91.40%,56,58,28.80%,6,11,92.10%,8,10,34.70%,2,4
36.90%,60,63,72.50%,44,53,41.70%,28,29,59.40%,6,10,2.70%,0,0,22.40%,2,3
45.00%,60,67,8.00%,11,18,40.10%,28,32,83.50%,12,14,38.30%,0,1,9.80%,0,2
28.30%,40,45,4.20%,11,21,63.20%,42,53,23.20%,0,4,47.70%,0,2,62.40%,4,6
15.00%,40,59,97.10%,66,72,35.50%,28,38,60.70%,6,11,32.60%,0,4,80.60%,4,6
75.10%,80,91,49.40%,33,46,98.30%,70,78,22.30%,0,7,80.80%,4,5,68.40%,4,5
78.00%,80,86,51.10%,33,46,6.70%,14,22,78.20%,12,16,43.00%,0,0,94.10%,6,8
34.20%,60,71,38.90%,22,35,74.50%,42,47,87.10%,12,20,75.40%,4,7,20.50%,2,3
31.40%,60,79,14.60%,11,20,4.70%,14,19,39.90%,6,12,67.20%,4,7,25.40%,2,3
62.60%,80,94,30.80%,22,29,30.20%,28,29,74.00%,12,19,91.60%,8,12,78.80%,4,6
10.80%,40,42,75.90%,44,58,68.50%,42,52,65.70%,6,7,37.20%,0,0,40.30%,2,3
88.50%,100,113,49.50%,33,35,28.50%,28,35,54.80%,6,12,82.50%,4,8,64.00%,4,5
82.90%,100,111,80.50%,44,48,89.60%,56,61,1.50%,0,6,8.70%,0,0,44.90%,2,4
56.60%,60,75,1.90%,0,11,26.40%,28,39,72.70%,12,14,19.30%,0,0,29.80%,2,3
87.60%,100,104,23.90%,22,34,12.80%,14,24,96.30%,18,23,38.40%,0,4,2.60%,0,0
18.50%,40,53,67.00%,33,34,90.30%,56,60,15.80%,0,6,28.80%,0,4,94.40%,6,7
74.60%,80,86,56.50%,33,40,19.70%,28,32,9.90%,0,2,46.10%,0,2,7.10%,0,1
20.80%,40,57,8.20%,11,15,3.80%,14,20,0.90%,0,0,75.60%,4,7,12.80%,2,4
41.50%,60,71,25.80%,22,26,24.10%,28,30,79.80%,12,15,61.00%,0,1,27.50%,2,4
78.60%,100,117,68.10%,33,47,90.90%,56,66,90.10%,18,20,30.00%,0,0,99.40%,10,11
83.50%,100,103,23.40%,22,33,66.30%,42,49,49.40%,6,11,38.40%,0,2,25.10%,2,3
33.50%,60,72,36.30%,22,31,15.60%,14,20,95.90%,18,22,39.50%,0,1,46.60%,2,4
59.30%,80,83,15.00%,11,15,73.60%,42,48,32.50%,6,7,4.50%,0,3,11.80%,2,4
45.10%,60,67,31.70%,22,29,67.00%,42,47,93.90%,18,20,76.50%,4,6,20.40%,2,3
95.10%,120,139,29.40%,22,35,34.00%,28,36,56.20%,6,13,90.20%,8,11,40.20%,2,4
78.40%,100,104,19.10%,22,36,16.90%,14,20,66.40%,6,12,72.70%,4,5,76.50%,4,5
55.10%,60,74,49.80%,33,34,78.60%,42,45,4.50%,0,3,77.70%,4,7,95.60%,6,8
45.00%,60,61,89.70%,55,68,67.80%,42,47,37.30%,6,8,12.80%,0,2,37.10%,2,4
38.20%,60,66,38.40%,22,35,55.80%,28,37,53.00%,6,8,35.50%,0,2,97.10%,6,8
54.20%,60,79,43.10%,22,23,9.10%,14,21,36.50%,6,12,75.00%,4,7,82.20%,4,6
83.80%,100,118,93.30%,55,60,86.00%,42,49,82.60%,12,20,11.10%,0,3,85.30%,6,7
12.40%,40,49,11.50%,11,20,32.20%,28,34,92.40%,18,24,61.60%,0,0,33.00%,2,4
9.40%,40,44,64.60%,33,40,68.10%,42,46,51.40%,6,10,91.60%,8,11,10.80%,2,3
92.60%,120,135,90.40%,55,57,64.40%,42,52,12.50%,0,6,90.30%,8,12,0.30%,0,0
68.70%,80,82,84.50%,44,53,79.70%,42,43,44.50%,6,10,20.80%,0,3,99.00%,8,9
11.50%,40,52,88.60%,55,63,61.80%,42,52,64.90%,6,9,50.20%,0,4,8.00%,0,0
78.50%,100,108,92.90%,55,65,94.40%,56,66,63.30%,6,12,50.30%,0,3,0.10%,0,2
37.80%,60,76,56.90%,33,38,11.80%,14,19,35.40%,6,7,16.70%,0,1,14.80%,2,4
95.50%,120,130,99.10%,77,79,85.20%,42,43,42.70%,6,11,18.20%,0,0,93.40%,6,7
66.50%,80,81,98.40%,66,77,80.10%,42,44,62.10%,6,8,39.50%,0,1,12.90%,2,3
45.30%,60,62,24.30%,22,23,88.80%,56,58,18.80%,0,8,65.70%,4,6,56.20%,4,5
2.00%,20,27,52.40%,33,37,54.50%,28,31,49.10%,6,10,21.20%,0,0,60.70%,4,5
29.70%,60,78,35.20%,22,25,45.80%,28,38,30.30%,6,13,28.60%,0,3,86.50%,6,7
88.60%,100,115,63.80%,33,41,98.90%,70,73,47.30%,6,9,34.60%,0,3,89.60%,6,8
75.10%,80,88,52.30%,33,35,95.10%,56,57,25.30%,0,5,59.50%,0,0,46.10%,2,4
77.50%,80,93,97.70%,66,68,72.70%,42,43,79.50%,12,20,11.20%,0,0,40.80%,2,4
48.20%,60,64,82.90%,44,48,76.50%,42,52,0.80%,0,2,72.50%,4,8,14.80%,2,3
99.80%,160,161,43.80%,33,42,85.20%,42,45,35.00%,6,11,1.90%,0,3,15.40%,2,3
70.90%,80,83,70.80%,33,43,56.60%,28,30,10.30%,0,6,10.40%,0,0,2.00%,0,0
57.80%,80,96,8.30%,11,25,62.30%,42,43,97.30%,24,27,69.30%,4,6,53.20%,4,6
34.90%,60,76,28.40%,22,28,56.60%,28,30,5.40%,0,1,81.90%,4,6,73.00%,4,5
5.50%,20,35,29.60%,22,25,56.00%,28,29,92.70%,18,20,6.30%,0,3,65.80%,4,6
58.60%,80,82,39.50%,22,24,74.50%,42,47,86.20%,12,13,18.30%,0,4,32.80%,2,4
91.50%,120,122,71.80%,44,55,50.20%,28,34,10.60%,0,3,14.70%,0,3,84.60%,4,5
81.80%,100,103,24.00%,22,31,11.30%,14,22,25.60%,0,6,76.80%,4,7,65.40%,4,5
88.30%,100,112,51.70%,33,42,10.40%,14,25,75.40%,12,17,31.70%,0,0,28.30%,2,4
47.60%,60,63,82.60%,44,58,45.90%,28,39,40.20%,6,8,28.30%,0,3,2.70%,0,0
67.50%,80,91,99.50%,77,83,26.80%,28,35,12.90%,0,8,14.70%,0,0,33.20%,2,4
52.30%,60,68,2.70%,11,17,44.30%,28,30,27.30%,6,11,97.80%,12,15,65.50%,4,5
50.10%,60,70,44.40%,33,44,45.40%,28,35,44.60%,6,12,45.10%,0,4,26.70%,2,3
0.30%,0,8,77.00%,44,45,34.00%,28,38,3.00%,0,4,84.50%,4,8,65.30%,4,5
11.70%,40,51,64.30%,33,39,38.20%,28,36,93.50%,18,25,31.50%,0,4,87.80%,6,7
10.20%,40,56,52.90%,33,44,25.90%,28,39,93.80%,18,22,1.80%,0,1,15.00%,2,3
59.20%,80,88,54.50%,33,37,91.90%,56,63,87.10%,12,17,17.90%,0,0,35.00%,2,3
89.90%,120,130,95.30%,55,67,9.40%,14,23,71.00%,12,14,35.10%,0,0,1.50%,0,0
55.30%,60,63,13.00%,11,17,80.70%,42,47,4.40%,0,0,60.90%,0,1,1.10%,0,1
89.60%,100,114,73.80%,44,49,14.30%,14,19,37.50%,6,7,56.00%,0,2,17.60%,2,4
19.30%,40,41,25.70%,22,28,50.60%,28,31,78.30%,12,13,23.70%,0,1,95.50%,6,8
52.60%,60,74,2.30%,11,22,81.90%,42,50,63.10%,6,11,47.30%,0,2,14.80%,2,3
20.80%,40,50,78.30%,44,51,52.40%,28,32,65.90%,6,9,83.10%,4,7,69.00%,4,5
85.20%,100,104,23.10%,22,23,81.60%,42,47,22.00%,0,6,27.90%,0,3,77.70%,4,6
9.10%,20,40,37.30%,22,32,4.90%,14,22,9.90%,0,5,89.90%,8,11,82.90%,4,5
41.10%,60,78,71.10%,33,40,84.10%,42,46,74.90%,12,15,1.10%,0,1,50.80%,4,6
61.30%,80,85,99.60%,77,80,23.40%,28,34,80.20%,12,18,22.10%,0,1,41.80%,2,4
71.00%,80,94,32.10%,22,27,47.30%,28,38,78.50%,12,13,60.70%,0,3,7.40%,0,2
15.70%,40,47,29.30%,22,26,32.50%,28,37,34.50%,6,8,92.50%,8,10,94.30%,6,7
70.10%,80,83,73.80%,44,48,3.80%,14,19,48.10%,6,7,24.40%,0,0,67.70%,4,6
77.00%,80,89,4.50%,11,20,0.60%,0,6,25.10%,0,2,87.00%,4,8,75.00%,4,5
11.30%,40,51,7.00%,11,25,74.10%,42,46,94.60%,18,26,34.60%,0,4,83.90%,4,6
15.90%,40,56,96.10%,66,71,47.00%,28,33,59.10%,6,10,50.10%,0,2,82.30%,4,6
1.90%,20,32,25.50%,22,31,61.50%,42,49,17.00%,0,8,98.10%,12,16,59.10%,4,5
32.20%,60,75,95.10%,55,62,78.60%,42,44,90.40%,18,20,42.20%,0,0,48.40%,4,5
18.20%,40,51,60.00%,33,38,63.40%,42,51,60.10%,6,8,68.20%,4,8,62.70%,4,6
43.20%,60,64,90.90%,55,59,50.50%,28,35,61.60%,6,7,87.60%,4,6,89.30%,6,8
59.80%,80,100,6.40%,11,25,19.50%,28,38,4.10%,0,3,8.40%,0,4,41.80%,2,3
89.00%,100,115,26.00%,22,26,91.20%,56,67,22.80%,0,5,43.60%,0,0,66.90%,4,6
19.60%,40,50,10.00%,11,24,2.60%,14,22,1.70%,0,0,79.10%,4,5,70.30%,4,6
15.10%,40,53,43.80%,33,38,89.70%,56,62,91.50%,18,19,14.20%,0,0,87.50%,6,7
70.10%,80,97,64.30%,33,47,69.20%,42,53,33.10%,6,7,48.70%,0,1,54.40%,4,5
77.70%,80,95,67.40%,33,45,95.30%,56,65,51.60%,6,8,55.70%,0,2,88.20%,6,8
47.50%,60,65,74.50%,44,52,49.90%,28,32,6.30%,0,2,32.30%,0,0,80.10%,4,6
86.20%,100,115,56.00%,33,47,68.00%,42,53,57.40%,6,8,85.00%,4,7,75.50%,4,5
31.20%,60,72,4.70%,11,24,82.20%,42,52,1.30%,0,0,74.60%,4,5,77.60%,4,6
28.60%,40,58,91.20%,55,61,50.70%,28,33,70.40%,12,20,56.80%,0,4,10.20%,2,4
24.60%,40,50,27.30%,22,35,14.20%,14,15,32.00%,6,10,28.70%,0,2,46.20%,2,3
33.30%,60,80,3.20%,11,25,84.70%,42,45,5.10%,0,5,88.50%,8,10,33.10%,2,3
75.80%,80,97,9.50%,11,16,35.20%,28,31,98.80%,24,30,0.80%,0,4,82.40%,4,5
92.70%,120,128,29.40%,22,26,83.30%,42,50,64.10%,6,13,31.10%,0,4,90.70%,6,8
